text,Positive,Negative,Neutral,Compound,Sentiment
time media join healthcar profession realis sheer idioci delay pfizer biontech vac… ,0.152,0.159,0.69,-0.0258,Neutral
vaccin dose  booksthank healthcar provid scientist made vaccin… ,0.0,0.0,1.0,0.0,Neutral
 vaccin complet ✅ 💉pfizerbiontech one big step closer normal ✌🏼 🙏🏻,0.0,0.0,1.0,0.0,Neutral
day   side effect headach swell sleep well feel good 👍🏼 pfizerbiontech,0.357,0.0,0.643,0.6124,Positive
matthancock  vaccin  dose accord manufactur stop play fals number woul… ,0.287,0.171,0.543,0.128,Positive
best feel got covidvaccin let keep go florida vaccin pfizerbiontech… ,0.318,0.0,0.682,0.6369,Positive
get  shot tonight  pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
one day receiv  dose pfizerbiontech vaccin feel great littl bit ach the… ,0.272,0.0,0.728,0.6249,Positive
pressur well truli govern decis delay second jab the… ,0.184,0.202,0.614,-0.0516,Negative
👇the last dose guarante ask troubl there half dose left posit to… ,0.0,0.0,1.0,0.0,Neutral
icymi “howev feasibl adher recommend interv second dose pfizerbiontech an… ,0.217,0.0,0.783,0.3612,Positive
love told love stori earlier vaccin  effect death certificate… ,0.459,0.213,0.328,0.6705,Positive
 could moot point mess deliveri protocol set pfizerbiontech… ,0.0,0.263,0.737,-0.3612,Negative
peopl  pfizerbiontech jab agre borisjohnson govern return  day t… ,0.0,0.0,1.0,0.0,Neutral
soooo grate nhs today volunt manchest first dosag qualifi clinic vulnerabl… ,0.0,0.0,1.0,0.0,Neutral
unl covax initi sign advanc purchas agreement pfizerbiontech  million do… ,0.262,0.0,0.738,0.4939,Positive
sandi rpn waveney psw among first staff member receiv dose pfizerbiontech… ,0.0,0.0,1.0,0.0,Neutral
amidst deadliest coronavirus outbreak group doctor urg uk govern “urgent review” de… ,0.0,0.0,1.0,0.0,Neutral
amidst deadliest coronavirus outbreak group doctor urg uk govern “urgent review” de… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech effect ,0.0,0.0,1.0,0.0,Neutral
group british doctor written england chief medic offic tell cut gap doses… ,0.0,0.16,0.84,-0.2732,Negative
year carbondioxid enemi  need super freez vaccin   pfizerbiontech… ,0.358,0.0,0.642,0.5994,Positive
thebma cnagpaul acceler vaccin key extend gap   dose pfizerbiontech is… ,0.159,0.0,0.841,0.1779,Positive
politician play mad apprentic scientist pfizervaccin manufactur say  day politician he… ,0.164,0.219,0.616,-0.2023,Negative
anoth countri got screw pfizerbiontech must use  dose isnt bonus anymor howev… ,0.0,0.298,0.702,-0.5023,Negative
pfizerbiontech shot like foil mutant new studi show  pfizerbiontech vaccin tmrworld ,0.2,0.0,0.8,0.3612,Positive
risk pfizerbiontech vaccinedoctor louis lagendijk integr medicin specialist special min… ,0.211,0.164,0.625,0.1531,Positive
covax global initi ensur rapid equit access  vaccin countri announc t… ,0.0,0.0,1.0,0.0,Neutral
doctor tell vaccin safe excel parodi french  ,0.541,0.0,0.459,0.7096,Positive
grate got given  shot covid vaccin yesterday histori anaphylaxi is… ,0.0,0.0,1.0,0.0,Neutral
group british doctor written england chief medic offic tell cut gap dos… ,0.0,0.16,0.84,-0.2732,Negative
norway receiv fewer pfizer vaccin dose origin report  … ,0.0,0.0,1.0,0.0,Neutral
simpl declar — death injuri follow vaccin unrel coincid — becomin… ,0.0,0.328,0.672,-0.5994,Negative
eu plan purchas   vaccin  covidvaccin pfizer… ,0.0,0.0,1.0,0.0,Neutral
pharmaceut greed worstpfizerbiontech ,0.0,0.574,0.426,-0.4019,Negative
pfizerbiontech vaccin back news 👩‍🔬💉a confidenti inform leak confirm cybe… ,0.0,0.211,0.789,-0.34,Negative
 vaccin rollout need spark even innov  ergotron vaccinationcart… ,0.213,0.0,0.787,0.2263,Positive
 dubai roll effect program month ago pfizerbiontech amp sinopharm avail na… ,0.0,0.0,1.0,0.0,Neutral
matthancock borisjohnson stop mayb might effort ars failed… ,0.0,0.239,0.761,-0.296,Negative
pfizerbiontech strike deal  vaccin dosespfizerbiontech,0.0,0.273,0.727,-0.128,Negative
pfizerbiontech hope  inde  give life backisrael  ,0.367,0.0,0.633,0.4404,Positive
cold shift manchesterhcc gmcancerui volunteeringmcr pfizerbiontech 💉 beswick ,0.0,0.0,1.0,0.0,Neutral
i'v never conflict life 😔 pfizerbiontech immunocompromis,0.282,0.0,0.718,0.2411,Positive
safeti efficaci pfizerbiontech  vaccin anthoni harri kudakwash takarinda highlight res… ,0.211,0.0,0.789,0.34,Positive
borisjohnson keirstarm  conserv inevit uturn occur regard t… ,0.0,0.0,1.0,0.0,Neutral
insight bloomberg csuit year ahead summit  reveal bloomberg… ,0.0,0.0,1.0,0.0,Neutral
 borisjohnson thehivelondon borisjohnson  conserv inevitabl… ,0.0,0.0,1.0,0.0,Neutral
helencrosi samtapsel bbcnickrobinson thebma  right use  dose oxfordvaccin majori… ,0.0,0.0,1.0,0.0,Neutral
hongkong author pfizerbiontech vaccin emerg use ,0.0,0.0,1.0,0.0,Neutral
nadinedorri piersmorgan theresecoffey gmb borisjohnson  conserv inevita… ,0.0,0.0,1.0,0.0,Neutral
trial take place test transmiss virus amongst peopl receiv two… ,0.0,0.0,1.0,0.0,Neutral
true look like astrazeneca wont suppli australia whilethat pfizerbiontech is… ,0.398,0.0,0.602,0.6486,Positive
andrewbowiemp borisjohnson  conserv inevit uturn occur regard to… ,0.0,0.0,1.0,0.0,Neutral
borisjohnson  conserv inevit uturn occur regard  del… ,0.0,0.0,1.0,0.0,Neutral
hsinghmd thing comirnati pfizervaccin pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
ever want know rna vaccin  faq  historysciencetwitt medicines… ,0.157,0.0,0.843,0.0772,Positive
ralphsina believ hear uk vaccin someon follow drug pro… ,0.0,0.0,1.0,0.0,Neutral
ralphsina believ hear uk vaccin someon follow drug prot… ,0.0,0.0,1.0,0.0,Neutral
piersmorgan gmb soon enough fail grill vaccin medic scientif degre does… ,0.0,0.259,0.741,-0.5423,Negative
morn took respons upon keywork sever need got the… ,0.0,0.0,1.0,0.0,Neutral
week look antivax communiti social media covidvaccin covidvaccin pfizerbiontech… ,0.0,0.0,1.0,0.0,Neutral
matthancock keirstarm borisjohnson pfizer vaccin second dose given  week stop messing… ,0.0,0.18,0.82,-0.296,Negative
samtapsel bbcnickrobinson thebma  analysi vanish debat seem ide… ,0.0,0.0,1.0,0.0,Neutral
pfizer  vaccin approv australiapf pfizerbiontech  australia  coronavirus… ,0.0,0.0,1.0,0.0,Neutral
wysiw 👇👇👇👇balanceiskey   growlabssa·jan  pfizer pfizerbiontech pfizervaccin care comment… ,0.314,0.0,0.686,0.4939,Positive
australia health regul approv pfizer  vaccin usetgagovau healthgovau nswhealth… ,0.0,0.0,1.0,0.0,Neutral
get second dose pfizerbiontech   vaccin tomorrow morn issu with… ,0.0,0.0,1.0,0.0,Neutral
australia monday approv pfizerbiontech  use warn astrazeneca intern p… ,0.0,0.149,0.851,-0.1027,Negative
day  take pfizerbiontech vaccin sore gone fight fit 💪🏻,0.184,0.375,0.441,-0.3818,Negative
uncertainti  covid jab interv intensifi uk rollout expand  … ,0.247,0.0,0.753,0.3182,Positive
australia approv pfizerbiontech  vaccineaustralia pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
feel incred lucki happi complet  step pfizerbiontech covidvaccin ,0.0,0.0,1.0,0.0,Neutral
 thank lot histor effort final goal  appli pfizerbiontech ampor moderna vaccin,0.2,0.0,0.8,0.3612,Positive
q would delay covidvaccin booster know anoth person abl get 💉a yes th… ,0.18,0.153,0.667,0.1027,Positive
given first dose pfizerbiontech vaccin friday thank nhs 🙏 epsomstheli sabpnh nhs nhsheroes… ,0.185,0.0,0.815,0.3612,Positive
tbh would love read contract countri pfizerbiontech inde contract would… ,0.318,0.0,0.682,0.6369,Positive
moderna vaccin cdcgov overviewnot lymphedema patient altern arm thigh buttock oxford v… ,0.0,0.0,1.0,0.0,Neutral
biontechpf vaccin overview pdf administr detailsnot lymphedema patient altern a… ,0.0,0.0,1.0,0.0,Neutral
peopl govern realiz wake notic pfizer  biontech vaccine… ,0.0,0.0,1.0,0.0,Neutral
let look figur differ bulgariavaccin deliv     pfizerbiontech … ,0.0,0.0,1.0,0.0,Neutral
report pfizerbiontech  vaccin vial provid extra dose fda update… ,0.0,0.0,1.0,0.0,Neutral
fulli vaccin thisisourshot pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
carryonretir  borisjohnson least borisjohnson matthancock need call ou… ,0.0,0.0,1.0,0.0,Neutral
got first dose pfizerbiontech  coronavirusvaccin yesterday 😍 side effect last  hou… ,0.0,0.0,1.0,0.0,Neutral
norway receiv fewer pfizer vaccin dose origin report  … ,0.0,0.0,1.0,0.0,Neutral
becki alex today vaccin kgh today success day regardless snow proud everybodi made it… ,0.362,0.0,0.638,0.7783,Positive
eu plan purchas   vaccin  covidvaccin pfizer… ,0.0,0.0,1.0,0.0,Neutral
 vaccin rollout need spark even innov  ergotron vaccinationcart  pfizer pfizerbiontech,0.174,0.0,0.826,0.2263,Positive
grate first step toward normal nhselft thankyounh healthcar pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
vaccin hoard spotlight unitedn  pfizerbiontech covax… ,0.0,0.0,1.0,0.0,Neutral
day    well it given post similar pictur get vaccin here mine… ,0.174,0.0,0.826,0.2732,Positive
dose  ✅ vaccin fauciouchi covax pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
ingredi vaccin  via youtub vaccine​ covidvaccine​ … ,0.0,0.0,1.0,0.0,Neutral
inform articl mrna vaccin work note alter dna pfizerbiontech moderna… ,0.0,0.0,1.0,0.0,Neutral
even know it work 👇their rollout go well plan now“second vaccin d… ,0.16,0.0,0.84,0.2732,Positive
peston point mani  dose pfizerbiontech administ reach passed… ,0.136,0.0,0.864,0.0258,Neutral
 incred grate receiv first dose pfizerbiontech vaccin today proud part  of… ,0.237,0.0,0.763,0.4767,Positive
ill effect far  tender upper arm unabl sleep side howev wors annual flu j… ,0.0,0.31,0.69,-0.6597,Negative
think  week time say “sorri ran vaccines” pfizerbiontech vaccinestrategi,0.0,0.0,1.0,0.0,Neutral
yeah 🤔 pfizerbiontech keep product 🧐 star onlin agre buy up… ,0.216,0.0,0.784,0.296,Positive
captainwilco conflict info israel effect pfizerbiontech vaccinealthough comment t… ,0.0,0.223,0.777,-0.3182,Negative
first dose covid vaccin 💉 done pfizerbiontech,0.0,0.0,1.0,0.0,Neutral
heathrowno piersmorgan borisjohnson matthancock nadhimzahawi data support delay second vacci… ,0.208,0.177,0.615,0.1027,Positive
rollout commenc success negoti execut suppli agreement covax stated… ,0.496,0.0,0.504,0.7845,Positive
within last  hour relat  year old receiv covidvaccin thank much i… ,0.2,0.0,0.8,0.3612,Positive
fulli vaccin pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
day  post vaccin  dosechil fatigu sore armcovidvaccin pfizerbiontech ,0.0,0.263,0.737,-0.3612,Negative
matthancock lie uk vaccin  million peopl vaccin requir  shot vaccine… ,0.0,0.0,1.0,0.0,Neutral
got first dose vaccin igottheshot pfizerbiontech pfizer thisisourshot i'll celebr whe… ,0.0,0.0,1.0,0.0,Neutral
health euhealth castig delay deliveri  vaccin skyriakideseu… ,0.0,0.277,0.723,-0.3182,Negative
encourag vaccin 💉 data israel  week first shot immun kick  weeks… ,0.0,0.0,1.0,0.0,Neutral
covax program aim provid  billion dose  vaccin lowmidincom countri end ye… ,0.0,0.0,1.0,0.0,Neutral
🇬🇧 britain minist covid vaccin deploy nadhim zahawi said confid astrazeneca pfizer… ,0.0,0.0,1.0,0.0,Neutral
come point pay pfizer purchas govern requisit cash… ,0.0,0.167,0.833,-0.1027,Negative
robbiemoor borisjohnson  conserv inevit uturn occur regard t… ,0.0,0.0,1.0,0.0,Neutral
countri middl east includ saudi arabia qatar kuwait oman also reli heavili the… ,0.0,0.0,1.0,0.0,Neutral
countri middl east includ saudi arabia qatar kuwait oman also reli heavili the… ,0.0,0.0,1.0,0.0,Neutral
norway receiv fewer pfizer vaccin dose origin report  … ,0.0,0.0,1.0,0.0,Neutral
eu plan purchas   vaccin  covidvaccin pfizer… ,0.0,0.0,1.0,0.0,Neutral
 vaccin rollout need spark even innov  ergotron vaccinationcart  pfizer pfizerbiontech,0.174,0.0,0.826,0.2263,Positive
vaccin hoard spotlight unitedn  pfizerbiontech covax… ,0.0,0.0,1.0,0.0,Neutral
felt like second obligatori vaccin selfie™ deserv come hither pose usual juliechees 😘🤓… ,0.172,0.0,0.828,0.3612,Positive
skyriakideseu astrazeneca eucommiss fail vonderleyen fail fail bought maxi… ,0.0,0.636,0.364,-0.8885,Negative
moderna pfizerbiontech open sourc  vaccin anyon manufactur facil produc,0.0,0.0,1.0,0.0,Neutral
mizakalili chines media claim surpris western media dont report death pfizerbiontech… ,0.239,0.0,0.761,0.4847,Positive
educ vaccin fauciouchi fauciouchi covidvaccin pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
 week ago got first dose pfizer vaccin 😷💉 headach  day later last coupl day… ,0.0,0.0,1.0,0.0,Neutral
 asadabukhalil israel unlimit access pfizerbiontech agreement data sh… ,0.314,0.0,0.686,0.4939,Positive
realli interest result come israel around covid  vaccin  posit  vaccin intere… ,0.231,0.0,0.769,0.4588,Positive
 wonder mani dose modern pfizerbiontech head develop ,0.0,0.0,1.0,0.0,Neutral
 week complet  vaccination🙌🏻 got pfizerbiontech booster dose  weekend  got m… ,0.0,0.0,1.0,0.0,Neutral
team member asha rn nelli psw proud done part amp receiv dose pfizerbiontech… ,0.205,0.0,0.795,0.4767,Positive
took first  vaccin shot pfizerbiontech go take ,0.0,0.0,1.0,0.0,Neutral
thrill gotten  dose  pfizerbiontech vaccin today grhospitalkw it tur… ,0.238,0.0,0.762,0.3612,Positive
pfizerbiontech pfizer sponsor 👇 ,0.0,0.0,1.0,0.0,Neutral
still say pfizervaccin safe  death norway pfizerbiontech vaccinesafeti,0.227,0.305,0.469,-0.25,Negative
earli data us cdc show allerg reaction pfizerbiontech     anaphylaxi … ,0.0,0.0,1.0,0.0,Neutral
mrharrycol borisjohnson  conserv inevit uturn occur regard th… ,0.0,0.0,1.0,0.0,Neutral
mayb feder govern could job find us vaccin itali take legal action against… ,0.111,0.0,0.889,0.128,Positive
number tweet pfizer vaccin januari sourc data pfizervaccine… ,0.157,0.0,0.843,0.0772,Positive
pinapolk drsimonashworth emmakennedi borisjohnson  conserv inevit utu… ,0.0,0.0,1.0,0.0,Neutral
 shivajihimself borisjohnson  conserv inevit uturn occur with… ,0.0,0.0,1.0,0.0,Neutral
pfizerfr modernatx here give permiss make vaccin tomorrow pfizer moderna… ,0.0,0.0,1.0,0.0,Neutral
canyonlegrand  institutpasteur merck eucommiss biontechgroup pfizer astrazeneca sanofifr gsk… ,0.0,0.0,1.0,0.0,Neutral
part get shit 💪🏼 covidvaccin pfizerbiontech thankyounh ,0.0,0.375,0.625,-0.5574,Negative
 alexberenson cdcgov ad breast feed miss inform wonder why… ,0.0,0.167,0.833,-0.1531,Negative
oil gas plastic critic manufactur ppe  vaccin needl face shieldsprotect ontario ltc seniors… ,0.0,0.149,0.851,-0.2732,Negative
can't pfizer someth good peopl instead hold back dose contain six dose and… ,0.0,0.167,0.833,-0.3412,Negative
big question remain neutral data pfizerbiontech vaccin toward … ,0.0,0.0,1.0,0.0,Neutral
got  dose covid vaccin day headach sore arm fatigu definit worth live… ,0.132,0.174,0.694,-0.1531,Negative
happen today 🥳 pfizerbiontech studentnurs ,0.0,0.0,1.0,0.0,Neutral
receiv dose  pfizerbiontech  vaccin unbeliev grate reliev one small sign… ,0.0,0.0,1.0,0.0,Neutral
iainastewart borisjohnson  conserv inevit uturn occur regard t… ,0.0,0.0,1.0,0.0,Neutral
wow  popul vaccin that amaz  nhs pfizerbiontech astrazenica nhs… ,0.322,0.0,0.678,0.5859,Positive
keighleynew robbiemoor borisjohnson  conserv inevit uturn occur wit… ,0.0,0.0,1.0,0.0,Neutral
pfizer insid insidesthank uhnmnh call lunchtim amp jab arm hour later… ,0.0,0.0,1.0,0.0,Neutral
mix feel joy relief amp anxieti receiv  dose pfizer  vaccin today experienc sever m… ,0.365,0.0,0.635,0.7845,Positive
journey  transhuman covidvaccin pfizerbiontech im feel fine  back work… ,0.184,0.0,0.816,0.2023,Positive
🎙️ latest podcast dr emilycob talk nih collaboratori copi texhern herotogeth which… ,0.0,0.0,1.0,0.0,Neutral
toadmeist asauk ⅓ popul everi dens popul countri world except have… ,0.0,0.0,1.0,0.0,Neutral
 borisjohnson  conserv inevit uturn occur regard t… ,0.0,0.0,1.0,0.0,Neutral
standardnew borisjohnson  conserv inevit uturn occur regard t… ,0.0,0.0,1.0,0.0,Neutral
gibraltar give resid second pfizer  vaccin accord manufactur instruct too… ,0.0,0.0,1.0,0.0,Neutral
monday januari   headlin pfizerbiontech pfizervaccin whatsappprivaci gdpr useconomi dailybriefing… ,0.0,0.0,1.0,0.0,Neutral
good news moderna wait pfizerbiontechgain time kill   ,0.23,0.373,0.397,-0.4215,Negative
low deadvolum syring andor needl use extract six dose singl vial standard syringes… ,0.0,0.149,0.851,-0.2732,Negative
receiv second pfizerbiontech vaccin excit also teacher frontlin worker need asap let get move,0.0,0.0,1.0,0.0,Neutral
conserv borisjohnson  conserv inevit uturn occur regard to… ,0.0,0.0,1.0,0.0,Neutral
bmeyer inde new vaccin candid  interest news pfizerbiontech topic,0.273,0.0,0.727,0.4588,Positive
rhd resourc human develop vaccin mental ill grouphom resid right home inaug… ,0.0,0.203,0.797,-0.4215,Negative
pfizerbiontech covid vax neutralis uk south africa variant studyread morepfizerbiontech… ,0.0,0.0,1.0,0.0,Neutral
eu  pfizerbiontech disput vaccin deliveri delay solvedfrench compani sanofi help produc  milli… ,0.18,0.153,0.667,0.1027,Positive
ministri health postpon second dose pfizerbiontech vaccin receiv first shot du… ,0.0,0.0,1.0,0.0,Neutral
second dose pfizerbiontech vaccin painless last time around roll one week time immun,0.155,0.0,0.845,0.296,Positive
ianbrown earth peopl understand don't gene therapi peopl aren't sick covidvaccine… ,0.213,0.0,0.787,0.4023,Positive
vaccin ✅ pfizerbiontech pfizercovidvaccin pfizer,0.0,0.0,1.0,0.0,Neutral
excit news morn israel confirm pfizer vaccin effici  met fieldth ca… ,0.0,0.0,1.0,0.0,Neutral
abt critic 🇨🇦 stare barrel zero dose pfizerbiontech deliv inst… ,0.0,0.189,0.811,-0.2732,Negative
 karllauterbach doesnt matter multin domicil  matter contractu obl… ,0.0,0.264,0.736,-0.0382,Neutral
australia track roll first instal pfizerbiontech vaccin listen convers between… ,0.0,0.0,1.0,0.0,Neutral
first vaccin dose done dust  pfizervaccin getthejab pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
norway receiv fewer pfizer vaccin dose origin report  … ,0.0,0.0,1.0,0.0,Neutral
 vaccin rollout need spark even innov  ergotron vaccinationcart  pfizer pfizerbiontech,0.174,0.0,0.826,0.2263,Positive
product approv fda food drug admin refus product cost  sever side… ,0.0,0.0,1.0,0.0,Neutral
